seed,steps,bool
0,1195,1
1,997,1
2,1110,1
3,1086,1
4,1133,1
5,1076,1
6,1135,1
7,1050,1
8,1087,1
9,1188,1
10,1015,1
11,1011,1
12,1039,1
13,1115,1
14,1075,1
15,1265,1
16,1078,1
17,1039,1
18,1057,1
19,1266,1
20,957,1
21,1195,1
22,1059,1
23,1146,1
24,1036,1
25,1383,1
26,1120,1
27,1123,1
28,1054,1
29,1038,1
30,1179,1
31,1096,1
32,1121,1
33,966,1
34,1085,1
35,1227,1
36,943,1
37,1183,1
38,978,1
39,1332,1
40,1146,1
41,1119,1
42,995,1
43,1027,1
44,1027,1
45,1099,1
46,1038,1
47,1038,1
48,1083,1
49,1078,1
