seed,steps,bool
0,1195,1
1,999,1
2,1114,1
3,1149,1
4,1162,1
5,1080,1
6,1162,1
7,1054,1
8,1147,1
9,1194,1
10,1015,1
11,1057,1
12,1166,1
13,1115,1
14,1085,1
15,1265,1
16,1078,1
17,1041,1
18,1057,1
19,1273,1
20,959,1
21,1195,1
22,1059,1
23,1156,1
24,1047,1
25,1392,1
26,1135,1
27,1144,1
28,1058,1
29,1076,1
30,1183,1
31,1097,1
32,1147,1
33,977,1
34,1091,1
35,1232,1
36,943,1
37,1187,1
38,978,1
39,1345,1
40,1156,1
41,1106,1
42,1011,1
43,1030,1
44,1095,1
45,1103,1
46,1038,1
47,1038,1
48,1191,1
49,1085,1
