seed,steps,bool
0,54,0
1,45,0
2,97,0
3,16,0
4,35,0
5,40,0
6,116,0
7,19,0
8,53,0
9,58,0
10,152,0
11,50,0
12,46,0
13,66,0
14,111,0
15,40,0
16,81,0
17,43,0
18,22,0
19,79,0
20,73,0
21,69,0
22,22,1
23,18,0
24,77,0
25,19,0
26,48,0
27,58,0
28,40,0
29,78,0
30,67,1
31,85,0
32,42,0
33,102,0
34,48,0
35,30,1
36,16,0
37,85,0
38,33,0
39,26,0
40,95,0
41,40,0
42,71,0
43,22,0
44,48,0
45,42,0
46,49,0
47,45,0
48,15,0
49,61,0
50,52,0
51,20,0
52,11,1
53,95,0
54,39,0
55,13,0
56,93,0
57,25,0
58,56,0
59,46,1
60,69,0
61,53,0
62,56,0
63,55,0
64,37,0
65,54,0
66,12,0
67,10,0
68,34,0
69,98,0
70,64,0
71,54,0
72,45,0
73,16,0
74,39,0
75,35,0
76,32,0
77,91,0
78,102,0
79,44,0
80,95,0
81,13,0
82,26,0
83,59,0
84,26,0
85,62,0
86,25,0
87,15,1
88,26,0
89,27,0
90,79,0
91,24,0
92,50,0
93,28,0
94,61,0
95,64,0
96,18,1
97,121,0
98,82,0
99,30,0
100,20,0
101,28,1
102,82,0
103,67,0
104,8,0
105,80,0
106,24,0
107,29,0
108,55,0
109,59,0
110,68,0
111,47,0
112,15,0
113,46,0
114,44,0
115,52,0
116,25,0
117,98,0
118,49,0
119,93,0
120,24,0
121,68,0
122,28,0
123,23,0
124,110,0
125,28,0
126,39,0
127,93,0
128,38,0
129,26,0
130,22,0
131,92,1
132,54,0
133,55,0
134,36,0
135,69,0
136,60,0
137,26,0
138,125,0
139,24,0
140,67,0
141,57,0
142,39,0
143,42,0
144,79,0
145,44,0
146,74,0
147,17,0
148,106,0
149,51,1
150,15,0
151,24,0
152,33,0
153,31,1
154,31,0
155,54,0
156,76,0
157,43,1
158,45,0
159,26,0
160,53,0
161,17,0
162,47,0
163,14,0
164,20,0
165,67,1
166,27,0
167,31,0
168,55,0
169,23,1
170,35,1
171,37,0
172,61,1
173,97,0
174,48,1
175,95,0
176,13,0
177,49,0
178,74,0
179,22,0
180,28,0
181,48,0
182,44,0
183,21,1
184,42,0
185,60,0
186,29,0
187,36,0
188,35,1
189,74,0
190,91,0
191,58,0
192,26,0
193,46,0
194,66,0
195,34,0
196,40,0
197,17,0
198,20,0
199,55,0
200,36,0
201,36,0
202,54,0
203,28,0
204,92,1
205,19,0
206,77,1
207,60,0
208,43,0
209,34,0
210,31,0
211,38,1
212,103,0
213,65,0
214,96,0
215,99,0
216,56,0
217,34,0
218,62,0
219,33,0
220,26,0
221,48,0
222,47,0
223,28,0
224,33,0
225,55,1
226,87,0
227,110,0
228,20,0
229,20,0
230,37,0
231,48,0
232,73,0
233,48,0
234,36,0
235,42,0
236,42,0
237,21,0
238,25,0
239,54,0
240,20,0
241,35,0
242,135,0
243,37,0
244,60,0
245,16,0
246,108,0
247,28,0
248,27,0
249,65,0
250,36,1
251,74,0
252,46,0
253,75,1
254,14,0
255,97,0
256,12,0
257,93,0
258,98,0
259,132,0
260,47,0
261,44,1
262,86,0
263,92,0
264,41,0
265,51,0
266,68,0
267,51,0
268,66,0
269,21,0
270,51,1
271,37,0
272,19,0
273,101,0
274,42,0
275,22,0
276,36,0
277,52,1
278,76,0
279,47,0
280,51,0
281,107,0
282,81,0
283,50,0
284,17,1
285,12,0
286,33,0
287,26,0
288,60,0
289,52,0
290,24,0
291,31,0
292,40,0
293,61,0
294,39,0
295,32,0
296,71,0
297,125,0
298,37,0
299,31,0
300,53,0
301,27,0
302,42,0
303,53,0
304,86,0
305,69,0
306,34,0
307,25,0
308,53,0
309,110,0
310,38,0
311,74,0
312,23,0
313,43,1
314,71,0
315,16,0
316,29,1
317,157,0
318,39,0
319,26,0
320,66,0
321,24,0
322,63,0
323,17,0
324,109,1
325,59,0
326,28,1
327,93,0
328,17,0
329,22,0
330,82,0
331,22,0
332,18,0
333,79,0
334,103,0
335,12,0
336,48,0
337,18,0
338,94,0
339,56,1
340,85,0
341,32,0
342,66,1
343,67,1
344,67,0
345,43,1
346,40,0
347,44,0
348,47,1
349,49,1
350,18,0
351,18,0
352,37,0
353,10,0
354,82,0
355,62,0
356,50,1
357,15,0
358,45,0
359,47,0
360,32,0
361,71,0
362,20,0
363,43,0
364,35,0
365,124,0
366,43,0
367,22,0
368,50,0
369,48,0
370,20,0
371,18,0
372,31,0
373,21,0
374,23,0
375,75,0
376,67,0
377,62,0
378,104,0
379,98,0
380,72,0
381,50,0
382,119,1
383,103,0
384,41,0
385,31,0
386,37,0
387,33,0
388,59,0
389,56,0
390,52,0
391,66,0
392,56,0
393,54,0
394,25,0
395,21,0
396,74,0
397,44,0
398,41,0
399,33,0
400,62,0
401,77,0
402,35,1
403,15,0
404,50,0
405,20,0
406,107,0
407,44,0
408,85,0
409,9,0
410,69,1
411,59,1
412,44,1
413,50,0
414,95,0
415,39,0
416,33,0
417,15,0
418,106,1
419,45,0
420,55,0
421,162,0
422,60,0
423,66,0
424,83,0
425,17,0
426,32,0
427,34,0
428,25,0
429,128,0
430,51,0
431,100,0
432,87,0
433,86,0
434,31,1
435,89,0
436,56,0
437,104,1
438,40,0
439,33,0
440,28,0
441,28,0
442,107,0
443,19,0
444,42,1
445,19,0
446,81,0
447,97,1
448,42,0
449,23,0
450,72,0
451,60,1
452,91,0
453,96,0
454,78,0
455,107,1
456,73,0
457,72,0
458,27,0
459,31,0
460,43,1
461,29,0
462,140,0
463,39,0
464,55,1
465,35,0
466,32,0
467,51,0
468,7,0
469,45,0
470,29,0
471,42,0
472,66,0
473,96,0
474,99,0
475,64,0
476,99,0
477,50,0
478,54,0
479,46,0
480,46,0
481,63,0
482,28,0
483,49,1
484,21,1
485,46,0
486,81,0
487,24,0
488,76,0
489,145,0
490,43,0
491,35,0
492,75,0
493,40,0
494,45,0
495,79,0
496,79,0
497,33,0
498,25,1
499,71,0
500,63,0
501,41,0
502,48,0
503,26,0
504,48,0
505,96,0
506,34,1
507,35,0
508,110,0
509,37,0
510,36,1
511,33,0
512,14,0
513,131,0
514,65,0
515,140,0
516,96,0
517,30,1
518,34,0
519,26,0
520,122,0
521,28,0
522,31,0
523,33,0
524,87,0
525,6,0
526,70,0
527,43,0
528,39,0
529,24,0
530,56,0
531,36,0
532,35,0
533,109,1
534,39,0
535,25,0
536,17,0
537,74,0
538,35,0
539,48,1
540,16,1
541,67,0
542,37,0
543,23,1
544,33,0
545,70,0
546,57,0
547,87,0
548,93,0
549,20,0
550,101,0
551,25,0
552,70,0
553,33,0
554,27,0
555,35,0
556,27,1
557,33,0
558,23,0
559,115,0
560,50,0
561,100,0
562,30,0
563,40,0
564,98,0
565,65,0
566,45,0
567,87,0
568,78,0
569,69,1
570,29,0
571,33,0
572,23,1
573,48,0
574,107,0
575,32,0
576,51,0
577,29,0
578,19,0
579,31,0
580,38,0
581,27,0
582,25,0
583,34,0
584,62,0
585,18,0
586,80,1
587,122,1
588,27,0
589,14,1
590,20,0
591,65,0
592,142,0
593,14,0
594,21,0
595,15,0
596,35,0
597,23,0
598,32,0
599,39,0
600,35,0
601,41,0
602,22,0
603,32,0
604,125,0
605,63,0
606,35,0
607,72,1
608,21,0
609,81,0
610,46,0
611,32,0
612,19,0
613,26,0
614,99,0
615,59,0
616,97,0
617,78,0
618,57,0
619,139,0
620,79,1
621,97,0
622,52,1
623,77,1
624,20,0
625,39,0
626,83,0
627,33,0
628,25,0
629,43,0
630,29,0
631,12,0
632,65,0
633,70,0
634,27,0
635,90,1
636,60,0
637,28,0
638,37,0
639,74,0
640,98,0
641,44,0
642,21,0
643,92,0
644,50,0
645,88,0
646,24,0
647,30,0
648,83,0
649,42,0
650,81,1
651,79,0
652,36,1
653,24,0
654,25,0
655,94,0
656,59,0
657,37,0
658,165,0
659,52,0
660,58,0
661,78,0
662,38,0
663,45,0
664,25,0
665,112,0
666,29,0
667,59,1
668,68,0
669,16,0
670,85,0
671,67,0
672,105,0
673,28,0
674,33,0
675,63,0
676,38,0
677,129,0
678,81,0
679,95,0
680,47,0
681,104,0
682,26,0
683,30,0
684,117,1
685,33,0
686,30,1
687,31,0
688,51,0
689,172,0
690,30,0
691,45,0
692,50,0
693,22,0
694,92,0
695,72,0
696,76,0
697,18,0
698,87,0
699,23,1
700,33,0
701,63,0
702,131,0
703,117,0
704,42,0
705,46,0
706,26,0
707,28,0
708,71,0
709,35,0
710,100,1
711,26,0
712,154,1
713,48,0
714,25,1
715,86,1
716,57,0
717,82,0
718,36,0
719,39,0
720,93,0
721,22,0
722,28,0
723,19,1
724,63,1
725,113,0
726,123,0
727,32,0
728,34,0
729,32,0
730,89,0
731,52,0
732,40,1
733,79,0
734,39,0
735,141,0
736,21,1
737,110,0
738,59,1
739,24,1
740,102,0
741,48,0
742,43,0
743,83,0
744,86,0
745,25,0
746,107,0
747,61,0
748,58,0
749,53,0
750,23,0
751,82,0
752,48,0
753,69,0
754,61,0
755,26,0
756,96,0
757,39,0
758,28,0
759,119,0
760,18,1
761,21,0
762,39,0
763,69,0
764,92,0
765,68,0
766,107,0
767,37,0
768,19,1
769,24,1
770,86,0
771,21,1
772,111,1
773,12,0
774,42,0
775,21,0
776,57,0
777,42,1
778,65,0
779,53,0
780,28,0
781,73,0
782,38,1
783,18,0
784,22,0
785,36,0
786,52,0
787,16,0
788,33,0
789,29,0
790,18,0
791,55,0
792,30,0
793,12,0
794,26,0
795,11,0
796,32,0
797,98,1
798,29,0
799,76,0
800,103,1
801,103,0
802,20,0
803,99,0
804,70,0
805,88,0
806,22,0
807,32,0
808,30,0
809,15,0
810,88,0
811,109,1
812,46,1
813,41,0
814,44,0
815,28,0
816,25,1
817,34,0
818,76,0
819,55,0
820,75,0
821,84,0
822,19,0
823,184,0
824,25,0
825,59,0
826,120,0
827,51,0
828,20,0
829,48,0
830,74,0
831,71,0
832,64,0
833,42,0
834,64,0
835,68,0
836,75,0
837,38,0
838,54,0
839,14,0
840,46,0
841,32,0
842,34,1
