seed,steps,bool
0,1068,1
1,1073,1
2,1071,1
3,1070,1
4,1072,1
5,1070,1
6,1070,1
7,1071,1
8,1071,1
9,1074,1
10,1070,1
11,1069,1
12,1070,1
13,1069,1
14,1069,1
15,1071,1
16,1069,1
17,1069,1
18,1071,1
19,1071,1
20,1070,1
21,1070,1
22,1071,1
23,1071,1
24,1069,1
25,1070,1
26,1074,1
27,1073,1
28,1070,1
29,1073,1
30,1072,1
31,1070,1
32,1070,1
33,1070,1
34,1069,1
35,1071,1
36,1071,1
37,1072,1
38,1069,1
39,1069,1
40,1071,1
41,1071,1
42,1068,1
43,1069,1
44,1072,1
45,1070,1
46,1073,1
47,1071,1
48,1071,1
49,1070,1
