seed,steps,bool
0,2289,1
1,2227,1
2,2660,1
3,2631,1
4,2337,1
5,2158,1
6,2353,1
7,2904,1
8,2580,1
9,2631,1
10,2770,1
11,2753,1
12,2255,1
13,2824,0
14,2310,1
15,2235,1
16,2287,1
17,2399,1
18,2260,1
19,2544,1
20,2556,0
21,2874,1
22,2229,1
23,2428,1
24,2506,1
25,3085,1
26,2281,1
27,3351,1
28,2348,1
29,2327,1
30,2537,1
31,2137,1
32,2226,1
33,2420,1
34,3067,1
35,2402,1
36,2672,1
37,2528,1
38,3084,1
39,2686,1
40,2456,1
41,2286,1
42,2457,1
43,2157,1
44,2577,1
45,2296,1
46,2616,1
47,2904,1
48,2343,1
49,2604,1
