seed,steps,bool
0,226,1
1,287,1
2,202,0
3,100,1
4,269,1
5,220,1
6,171,1
7,216,1
8,222,1
9,229,1
10,182,0
11,197,1
12,231,1
13,325,0
14,258,1
15,155,0
16,291,1
17,87,0
18,232,0
19,261,1
20,230,1
21,79,1
22,245,1
23,177,1
24,185,1
25,274,0
26,145,0
27,191,1
28,192,0
29,215,1
30,162,1
31,175,1
32,203,1
33,82,1
34,290,1
35,228,1
36,289,1
37,187,1
38,202,1
39,266,1
40,175,1
41,195,1
42,261,1
43,229,1
44,293,0
45,81,1
46,116,1
47,282,0
48,200,1
49,40,1
50,200,1
51,224,0
52,206,1
53,200,1
54,253,1
55,262,1
56,183,1
57,231,0
58,225,0
59,244,1
60,174,0
61,228,0
62,209,0
63,251,0
64,196,1
65,266,0
66,210,1
67,206,1
68,156,0
69,121,1
70,179,1
71,149,1
72,182,1
73,56,1
74,181,1
75,206,1
76,52,0
77,76,0
78,255,1
79,214,1
80,202,1
81,186,1
82,37,1
83,325,1
84,143,1
85,187,1
86,167,0
87,222,1
88,276,0
89,221,1
90,209,1
91,221,1
92,307,1
93,298,1
94,179,1
95,181,1
96,183,1
97,197,1
98,248,1
99,116,0
100,253,1
101,190,1
102,257,0
103,42,1
104,275,1
105,127,1
106,253,0
107,59,1
108,195,0
109,92,1
110,122,0
111,120,0
112,60,1
113,244,1
114,171,1
115,400,1
116,274,0
117,94,1
118,240,1
119,221,1
120,152,1
121,251,0
122,217,0
123,213,1
124,207,0
125,204,1
126,216,1
127,208,1
128,283,1
129,223,1
130,241,1
131,199,1
132,146,1
133,184,1
134,174,1
135,214,1
136,172,1
137,168,1
138,153,1
139,234,1
140,204,1
141,228,1
142,264,1
143,142,0
144,245,1
145,200,1
146,236,1
147,224,1
148,189,1
149,63,0
150,235,0
151,178,0
152,240,1
153,252,1
154,111,1
155,198,1
156,181,0
157,268,0
158,203,1
159,216,1
160,98,1
161,200,1
162,170,1
163,190,1
164,290,1
165,261,1
166,165,1
167,250,1
168,215,1
169,181,1
170,178,0
171,190,0
172,196,1
173,216,0
174,118,1
175,156,1
176,265,1
177,213,1
178,229,1
179,98,1
180,208,1
181,130,1
182,179,1
183,227,1
