seed,steps,bool
0,42,0
1,74,0
2,95,0
3,120,0
4,45,0
5,37,0
6,73,0
7,142,0
8,88,0
9,147,0
10,25,0
11,171,0
12,119,0
13,112,0
14,64,0
15,76,0
16,69,0
17,65,0
18,65,0
19,94,0
20,36,0
21,60,0
22,76,0
23,48,0
24,30,0
25,64,0
26,81,0
27,31,0
28,37,0
29,54,0
30,92,0
31,98,0
32,73,0
33,70,0
34,52,0
35,44,0
36,76,0
37,50,0
38,135,0
39,75,0
40,47,0
41,41,0
42,57,0
43,44,0
44,185,0
45,75,0
46,112,0
47,84,0
48,56,0
49,41,0
50,105,0
51,40,0
52,37,0
53,42,0
54,86,0
55,27,1
56,135,0
57,78,0
58,112,0
59,54,0
60,95,0
61,67,0
62,43,0
63,43,0
64,68,0
65,51,0
66,59,0
67,56,0
68,53,0
69,98,0
70,68,0
71,58,0
72,67,0
73,68,0
74,45,0
75,43,0
76,48,0
77,61,0
78,47,0
79,87,0
80,83,0
81,67,0
82,16,0
83,49,0
84,58,0
85,38,0
86,79,0
87,86,0
88,46,0
89,36,0
90,62,0
91,106,0
92,67,0
93,41,0
94,53,0
95,39,0
96,46,0
97,53,0
98,171,0
99,87,0
100,33,0
101,178,0
102,49,0
103,42,0
104,31,0
105,59,0
106,66,0
107,58,0
108,97,0
109,42,0
110,107,0
111,57,0
112,44,0
113,72,0
114,53,0
115,94,0
116,37,0
117,97,0
118,45,0
119,21,0
120,74,0
121,54,0
122,27,0
123,25,0
124,21,0
125,47,0
126,50,0
127,67,0
128,54,0
129,32,0
130,31,0
131,94,0
132,93,0
133,113,0
134,25,0
135,77,0
136,75,0
137,169,0
138,58,0
139,54,0
140,60,0
141,122,0
142,52,0
143,53,0
144,43,0
145,64,0
146,42,0
147,47,0
148,71,0
149,55,0
150,101,0
151,34,0
152,35,0
153,29,0
154,45,0
155,34,0
156,104,0
157,46,0
158,62,0
159,85,0
160,47,0
161,51,0
162,53,0
163,32,0
164,33,0
165,87,0
166,65,1
167,52,0
168,38,0
169,43,0
170,68,0
171,42,0
172,89,0
173,37,0
174,66,0
175,60,0
176,57,0
177,72,0
178,60,0
179,108,0
180,38,0
181,108,0
182,87,0
183,60,0
184,70,0
185,24,0
186,43,0
187,96,0
188,18,0
189,50,0
190,119,0
191,56,0
192,112,1
193,26,0
194,45,0
195,37,0
196,63,0
197,27,0
198,88,0
199,190,0
200,80,0
201,35,0
202,95,0
203,71,0
204,149,0
205,82,0
206,54,0
207,56,0
208,70,0
209,40,0
210,33,0
211,120,0
212,38,0
213,84,0
214,20,0
215,40,0
216,46,0
217,43,0
218,56,0
219,59,0
220,48,0
221,145,0
222,96,0
223,18,0
224,49,0
225,122,1
226,35,0
227,42,0
228,74,0
229,53,0
230,40,0
231,86,0
232,62,0
233,39,0
234,90,0
235,37,0
236,29,0
237,98,0
238,37,0
239,84,0
240,49,0
241,61,0
242,226,0
243,75,0
244,150,0
245,28,0
246,27,0
247,46,0
248,51,0
249,53,0
250,45,0
251,30,0
252,30,0
