seed,steps,bool
0,3,1
1,3,0
2,2,0
3,3,0
4,2,0
5,3,0
6,3,1
7,4,1
8,3,1
9,2,1
10,4,1
11,2,0
12,3,1
13,2,1
14,4,0
15,3,0
16,3,0
17,2,1
18,3,0
19,3,1
20,2,0
21,3,0
22,3,1
23,3,0
24,2,0
25,3,0
26,2,0
27,3,0
28,2,0
29,4,1
30,3,0
31,2,1
32,3,1
33,3,1
34,3,0
35,2,0
36,3,0
37,3,0
38,3,0
39,2,0
40,3,1
41,4,1
42,2,1
43,3,0
44,2,1
45,4,0
46,2,0
47,3,0
48,2,0
49,3,0
50,2,1
51,3,1
52,3,0
53,2,0
54,3,1
55,3,0
56,4,0
57,2,0
58,3,0
59,2,0
60,4,0
61,2,1
62,3,0
63,2,1
64,3,1
65,3,1
66,2,1
67,3,0
68,2,0
69,3,0
70,3,0
71,4,0
72,2,0
73,3,1
74,2,1
75,2,1
76,3,1
77,2,0
78,4,0
79,3,0
80,3,0
81,2,0
82,3,1
83,3,1
84,3,1
85,3,1
86,3,1
87,3,0
88,2,0
89,3,1
90,2,0
91,3,0
92,2,0
93,4,0
94,3,0
95,3,1
96,2,1
97,3,0
98,3,1
99,2,1
100,3,1
101,3,0
102,3,0
103,2,0
104,3,1
105,2,1
106,3,0
107,2,1
108,2,1
109,4,1
110,2,0
111,3,0
112,2,0
113,3,0
114,2,1
115,3,1
116,3,0
117,3,1
118,2,1
119,3,0
120,4,0
121,2,0
122,3,0
123,2,0
124,4,1
125,2,0
126,3,0
127,2,1
128,3,0
129,2,0
130,2,0
131,3,1
132,2,1
133,3,1
134,3,1
135,4,0
136,2,1
137,3,1
138,2,0
139,4,1
140,2,1
141,2,1
142,4,1
143,3,1
144,3,0
145,2,0
146,3,1
147,3,0
148,3,0
149,3,1
150,3,0
151,2,1
152,2,0
153,3,0
154,2,0
155,3,0
156,2,1
157,4,0
158,3,1
159,3,1
160,2,0
161,3,0
162,3,0
163,2,0
164,3,1
165,3,1
166,3,1
167,2,1
168,3,1
169,2,1
170,3,0
171,2,1
172,4,0
173,2,0
174,2,1
175,3,1
176,2,1
177,3,0
178,2,1
179,3,0
180,3,0
181,3,1
182,2,0
183,3,0
184,2,0
185,2,0
186,3,0
187,2,1
188,4,1
189,2,1
190,3,1
191,2,1
192,3,0
193,2,0
194,3,0
195,3,0
196,2,0
197,3,0
198,3,1
199,4,1
200,2,1
201,3,1
202,3,0
203,4,0
204,2,0
205,3,0
206,2,0
207,3,1
208,3,1
209,2,1
210,3,1
211,3,0
212,3,1
213,3,1
214,3,0
215,2,0
216,3,0
217,3,0
218,4,0
219,3,1
220,2,0
221,4,0
222,3,1
223,3,1
224,2,0
225,3,0
226,3,0
227,3,0
228,2,0
229,3,1
230,3,0
231,2,1
232,3,1
233,2,1
234,3,1
235,2,0
236,4,0
237,2,0
238,3,0
239,2,0
240,4,0
241,3,1
242,2,1
243,3,1
244,3,1
245,3,0
246,2,0
247,3,0
248,2,0
249,3,0
250,2,0
251,4,1
252,4,0
253,2,0
254,3,1
255,2,0
256,3,1
257,2,1
258,3,0
259,3,0
260,4,0
261,2,1
262,3,0
263,4,1
264,2,1
265,3,1
266,3,1
267,4,1
268,2,1
269,3,0
270,2,0
271,3,0
272,2,0
273,3,1
274,3,0
275,3,1
276,3,1
277,3,0
278,3,0
279,2,0
280,3,0
281,3,0
282,4,1
283,2,1
284,3,0
285,4,0
286,3,1
287,3,0
288,2,0
289,3,0
290,3,1
291,3,0
292,2,0
293,3,1
294,2,0
295,3,1
296,3,1
297,2,0
298,3,1
299,2,1
300,4,1
301,2,1
302,3,0
303,2,0
304,4,0
305,3,1
306,3,0
307,3,0
308,3,1
309,3,1
310,2,0
311,3,0
