seed,steps,bool
0,4,0
1,8,0
2,3,0
3,5,0
4,18,1
5,14,0
6,9,0
7,10,1
8,9,0
9,4,0
10,11,0
11,16,1
12,4,0
13,6,1
14,8,1
15,7,0
16,4,0
17,6,0
18,6,1
19,10,0
20,8,0
21,4,1
22,10,0
23,14,0
24,12,0
25,14,1
26,12,0
27,3,0
28,8,0
29,15,0
30,12,0
31,4,0
32,5,0
33,2,0
34,10,1
35,2,0
36,11,0
37,2,0
38,14,1
39,2,1
40,11,0
41,6,1
42,11,0
43,3,0
44,5,0
45,9,0
46,3,0
47,5,0
48,4,0
49,5,0
50,3,0
51,8,0
52,4,0
53,3,0
54,16,0
55,6,0
56,11,0
57,4,0
58,15,0
59,3,0
60,2,0
61,6,0
62,15,0
63,7,0
64,5,0
65,5,0
66,7,0
67,5,0
68,2,0
69,3,1
70,5,1
71,11,0
72,4,0
73,9,0
74,5,0
75,5,0
76,7,1
77,11,0
78,2,0
79,11,0
80,4,0
81,3,0
82,7,0
83,5,0
84,3,0
85,7,0
86,4,0
87,7,0
88,16,0
89,16,0
90,4,0
91,3,1
92,9,0
93,8,0
94,6,0
95,9,0
96,4,0
97,4,0
98,4,0
99,11,0
100,11,0
101,4,0
102,2,0
103,4,0
104,8,0
105,13,0
106,11,0
107,14,1
108,13,1
109,13,0
110,3,0
111,9,0
112,3,1
113,11,0
114,12,0
115,7,1
116,7,1
117,5,0
118,2,0
119,13,1
120,4,0
121,6,1
122,10,0
123,7,1
124,11,1
125,7,1
126,2,0
127,8,0
128,12,0
129,3,1
130,3,0
131,10,0
132,13,1
133,4,0
134,14,0
135,4,0
136,2,0
137,6,0
138,4,0
139,5,0
140,2,0
141,5,0
142,15,1
143,16,0
144,2,0
145,3,0
146,5,1
147,7,0
148,2,0
149,5,0
150,10,0
151,11,0
152,6,0
153,14,0
154,12,0
155,4,0
156,11,0
157,14,0
158,4,0
159,5,0
160,2,0
161,10,0
162,12,0
163,15,1
164,16,0
165,12,0
166,7,0
167,3,1
168,11,0
169,4,0
170,8,0
171,8,0
172,3,0
173,11,0
174,12,0
175,6,0
176,4,0
177,3,0
178,12,0
179,10,1
180,5,0
181,13,0
182,13,0
183,11,0
184,6,0
185,18,0
186,18,0
187,11,0
188,10,0
189,9,0
190,4,0
191,6,0
192,5,0
193,15,0
194,5,0
195,5,0
196,16,0
197,11,0
198,12,0
199,8,0
200,8,1
201,4,0
202,6,0
203,12,1
204,5,0
205,9,0
206,7,0
207,11,0
208,11,0
209,7,0
210,10,0
211,8,0
212,5,0
213,13,0
214,14,1
215,2,1
