seed,steps,bool
0,18,0
1,14,0
2,11,1
3,20,0
4,18,0
5,5,0
6,7,0
7,6,0
8,23,0
9,9,0
10,12,0
11,15,0
12,14,1
13,24,0
14,6,0
15,10,0
16,6,0
17,3,0
18,26,0
19,22,0
20,21,0
21,25,0
22,11,0
23,9,0
24,13,1
25,9,0
26,13,0
27,28,0
28,18,1
29,35,0
30,20,1
31,15,0
32,7,1
33,21,0
34,19,0
35,7,0
36,40,0
37,16,0
38,32,0
39,27,0
40,7,0
41,15,0
42,7,0
43,5,0
44,14,0
45,16,0
46,11,0
47,23,0
48,11,0
49,20,0
50,5,0
51,18,0
52,7,0
53,15,0
54,7,0
55,12,0
56,12,0
57,11,0
58,10,1
59,12,0
60,7,0
61,2,0
62,12,0
63,31,0
64,19,0
65,17,0
66,14,0
67,14,0
68,12,0
69,4,0
70,8,0
71,38,0
72,16,0
73,8,0
74,28,0
75,6,0
76,25,0
77,5,0
78,21,0
79,15,0
80,8,0
81,13,0
82,17,0
83,8,1
84,11,0
85,12,0
86,11,0
87,4,0
88,17,0
89,13,0
90,8,0
91,35,0
92,4,0
93,11,0
94,4,0
95,10,0
96,11,0
97,18,0
98,13,0
99,10,1
100,10,0
101,9,0
102,26,0
103,12,0
104,11,0
105,17,0
106,14,0
107,13,0
108,11,0
109,8,0
110,20,0
111,23,0
112,12,0
113,4,0
114,11,0
115,6,0
116,6,0
117,19,0
118,35,0
119,5,0
120,8,0
121,21,0
122,8,0
123,31,0
124,23,0
125,34,0
126,23,0
127,41,0
128,16,0
129,24,0
130,14,0
131,7,0
132,18,0
133,16,0
134,15,0
135,11,0
136,27,0
137,14,0
138,22,0
139,25,0
140,8,0
141,25,1
142,35,0
143,10,0
144,8,0
145,27,0
146,8,0
147,28,0
148,13,0
149,8,0
150,17,0
151,11,0
152,12,0
153,13,0
154,19,0
155,28,0
156,19,0
157,24,0
158,4,0
159,14,0
160,7,0
161,9,0
162,6,0
163,6,0
164,17,0
165,6,0
166,21,0
167,8,0
168,11,0
169,3,0
170,7,0
171,43,0
172,17,0
173,5,0
174,11,1
175,8,0
176,11,0
177,6,0
178,5,0
179,44,0
180,21,0
181,12,0
182,11,0
183,6,0
184,10,1
185,12,0
186,14,0
187,18,0
188,21,0
189,38,0
190,6,0
191,14,0
192,2,0
193,17,0
194,22,0
195,5,0
196,13,0
197,36,0
198,4,0
199,6,0
200,29,0
201,13,0
202,21,1
203,15,0
204,8,1
205,4,0
206,15,0
207,14,0
208,39,0
209,32,0
210,7,0
211,16,0
212,12,0
213,16,0
214,8,0
215,6,0
216,9,0
217,6,0
218,6,0
219,10,0
220,9,0
221,21,0
222,18,0
223,16,0
224,5,1
225,25,0
226,22,0
227,4,0
228,10,0
229,8,0
230,16,0
231,14,0
232,18,0
233,7,0
234,4,0
235,20,0
236,25,0
237,15,0
238,9,0
239,5,0
240,18,0
241,10,0
242,13,0
243,19,0
244,6,0
245,17,0
246,19,0
247,21,0
248,7,0
249,4,0
250,37,0
251,6,0
252,23,0
253,8,0
254,25,0
255,35,0
256,11,0
257,32,0
258,32,0
259,7,0
260,13,0
