seed,steps,bool
0,5,1
1,3,0
2,2,0
3,3,1
4,3,1
5,2,0
6,5,1
7,5,0
8,6,1
9,5,1
10,6,1
11,5,0
12,3,1
13,3,0
14,4,0
15,3,1
16,4,1
17,2,0
18,3,1
19,4,0
20,2,1
21,5,0
22,5,1
23,3,0
24,2,1
25,3,0
26,6,1
27,2,0
28,5,1
29,5,0
30,6,1
31,5,0
32,6,1
33,5,0
34,4,1
35,2,0
36,2,1
37,3,0
38,2,1
39,2,0
40,5,1
41,5,0
42,5,1
43,2,0
44,6,0
45,4,1
46,2,0
47,2,0
48,5,0
49,4,0
50,2,0
51,6,1
52,5,0
53,2,0
54,2,0
55,6,0
56,3,0
57,2,0
58,3,1
59,3,0
60,4,0
61,3,0
62,2,0
63,6,0
64,4,0
65,6,0
66,2,0
67,4,0
68,3,0
69,2,0
70,3,0
71,3,0
72,2,0
73,5,1
74,5,0
75,7,0
76,5,0
77,2,1
78,3,0
79,3,1
80,3,0
81,2,0
82,4,0
83,5,1
84,3,0
85,5,0
86,4,0
87,2,0
88,2,1
89,4,0
90,3,0
91,4,0
92,4,0
93,4,0
94,4,0
95,5,0
96,2,0
97,6,0
98,4,0
99,2,0
100,3,0
101,5,0
102,2,0
103,2,0
104,4,0
105,4,0
106,3,1
107,2,1
108,5,0
109,5,1
110,2,0
111,2,1
112,3,0
113,3,1
114,2,0
115,4,0
116,4,1
117,4,0
118,2,0
119,3,1
120,5,0
121,2,0
122,2,1
123,3,0
124,4,0
125,2,1
126,3,1
127,4,0
128,4,0
129,2,0
130,2,0
131,5,1
132,3,1
133,5,0
134,4,1
135,4,0
136,2,0
137,3,1
138,4,1
139,4,0
140,4,0
141,2,1
142,3,0
143,5,1
144,2,0
145,2,0
146,4,0
147,4,1
148,3,0
149,5,0
150,3,1
151,2,1
152,4,0
153,5,1
154,3,0
155,5,1
156,5,0
157,4,0
158,4,0
159,4,1
160,2,0
161,3,1
162,3,0
163,2,1
164,3,0
165,5,1
166,3,1
167,2,0
168,4,1
169,4,0
170,2,0
171,3,1
172,4,0
173,3,0
174,4,0
175,5,1
176,3,0
177,5,1
178,2,0
179,2,0
180,4,0
181,4,1
182,2,0
183,3,1
184,6,1
185,2,1
186,2,0
187,5,1
188,6,0
189,2,0
190,6,1
191,5,0
192,4,0
193,2,1
194,2,0
195,3,0
196,3,1
197,2,0
198,7,0
199,5,1
200,2,1
201,3,0
202,4,1
203,4,0
204,3,1
205,2,1
206,6,1
207,4,0
208,6,0
209,2,1
210,5,1
211,5,0
212,2,1
213,4,0
214,4,1
215,2,0
216,4,1
217,3,0
218,4,1
219,5,0
220,2,1
221,5,1
222,5,0
223,5,0
224,2,1
225,3,1
226,5,1
227,2,1
228,3,1
229,4,0
230,2,1
231,2,0
232,4,1
233,5,0
234,6,1
235,3,0
236,3,1
237,3,1
238,3,1
239,2,1
240,4,1
241,4,0
242,2,1
243,3,1
244,5,0
245,2,0
246,2,1
247,3,0
248,6,1
249,3,1
250,2,0
251,4,0
252,6,0
253,2,0
254,2,1
255,5,1
256,5,0
257,2,0
258,4,1
259,3,1
260,4,1
261,2,0
262,4,1
263,5,0
264,2,1
265,3,0
266,5,0
267,5,0
268,2,1
269,2,0
270,4,1
271,3,1
272,2,0
273,4,0
274,4,1
275,5,0
276,6,0
277,4,0
278,3,0
279,2,0
280,3,1
281,3,0
282,4,0
283,4,0
284,4,0
285,4,0
286,5,1
287,2,0
288,2,0
289,4,1
290,3,0
291,3,0
292,5,1
293,4,0
294,2,0
295,3,0
296,4,1
297,5,0
298,5,1
299,4,0
300,5,0
301,5,1
302,5,1
303,2,0
304,4,0
305,4,1
306,3,0
307,4,0
308,4,1
309,5,0
310,2,0
311,5,1
312,5,0
313,2,0
314,3,1
315,4,0
316,4,0
317,4,1
318,4,0
319,3,0
320,3,0
321,2,1
322,2,0
323,3,1
324,5,0
325,2,0
326,4,1
327,4,0
328,2,0
329,2,0
330,3,1
331,5,0
332,2,1
333,4,1
334,5,0
335,6,1
336,3,0
337,2,0
338,4,0
339,4,1
340,4,0
341,3,0
342,3,1
343,2,0
344,2,0
345,6,1
346,5,0
347,3,0
348,3,1
349,6,0
350,4,0
351,4,1
352,2,0
353,5,0
354,3,0
355,2,1
356,5,0
357,5,1
358,2,1
359,4,0
360,4,1
361,3,0
362,2,0
363,2,1
364,3,1
365,6,0
366,5,1
367,2,1
368,5,0
369,5,0
370,2,0
371,2,0
372,3,1
373,2,0
374,2,0
375,4,1
376,3,1
377,2,0
378,5,1
379,6,1
380,5,0
381,4,1
382,2,0
383,4,1
384,4,0
385,2,1
386,2,0
387,5,1
388,5,0
389,2,0
390,4,0
391,5,1
392,3,1
393,2,0
394,3,1
395,3,0
396,2,0
397,3,1
398,5,0
399,5,0
400,5,0
401,6,1
402,5,1
403,3,0
404,2,0
405,3,0
406,4,1
407,2,0
408,3,1
409,5,0
410,5,1
411,2,0
412,2,1
413,6,1
414,3,1
415,2,1
416,4,0
417,3,1
418,3,1
419,2,1
420,5,1
421,6,0
422,2,1
423,6,0
424,3,1
425,5,1
426,2,1
427,2,0
428,3,1
429,4,1
430,2,1
431,2,0
432,5,0
433,5,0
434,6,1
435,2,1
436,3,1
437,2,0
438,2,1
439,3,0
440,4,1
441,4,0
442,5,1
443,5,0
444,6,1
445,4,1
446,2,1
447,3,1
448,5,0
449,3,0
450,2,0
451,4,1
452,4,1
453,2,0
454,5,1
455,4,0
456,5,1
457,4,0
458,4,1
459,3,0
460,4,1
461,3,1
462,4,1
463,4,1
464,3,1
465,3,0
466,3,0
467,4,0
468,2,1
469,3,0
470,3,0
471,2,0
472,2,1
473,4,0
474,4,1
475,2,0
476,5,0
477,5,0
478,3,1
479,4,0
480,2,1
481,3,0
482,4,0
483,2,1
484,2,1
485,4,0
486,2,0
487,2,0
488,3,0
489,5,1
490,2,0
491,3,0
492,6,0
493,4,1
494,2,0
495,2,1
496,4,0
497,4,0
498,5,0
499,2,0
