seed,steps,bool
0,16,0
1,39,0
2,31,0
3,37,0
4,26,0
5,34,0
6,12,0
7,22,0
8,39,0
9,7,0
10,8,0
11,27,0
12,56,0
13,30,0
14,24,0
15,12,0
16,13,0
17,19,0
18,28,0
19,14,0
20,35,0
21,19,0
22,10,0
23,9,0
24,48,0
25,28,0
26,18,0
27,34,0
28,23,0
29,10,0
30,14,0
31,12,0
32,33,0
33,11,0
34,15,0
35,9,0
36,10,0
37,46,0
38,27,0
39,19,0
40,15,0
41,15,0
42,20,0
43,18,0
44,13,0
45,19,0
46,12,0
47,22,0
48,28,0
49,14,0
50,18,0
51,50,0
52,10,0
53,34,0
54,22,0
55,23,0
56,27,0
57,34,0
58,7,0
59,34,0
60,24,0
61,39,0
62,19,0
63,42,0
64,20,0
65,13,0
66,28,0
67,30,0
68,10,0
69,10,0
70,26,0
71,29,0
72,22,0
73,15,0
74,21,0
75,22,0
76,18,0
77,29,0
78,11,0
79,47,0
80,17,0
81,9,0
82,40,0
83,30,0
84,34,0
85,12,0
86,7,0
87,17,0
88,19,0
89,23,0
90,26,0
91,20,0
92,22,0
93,18,0
94,14,0
95,26,0
96,38,0
97,13,0
98,20,0
99,31,0
100,41,0
101,38,0
102,18,0
103,39,0
104,7,0
105,23,0
106,38,0
107,11,0
108,17,0
109,41,0
110,24,0
111,34,0
112,33,0
113,12,0
114,20,0
115,63,0
116,6,0
117,31,0
118,23,0
119,19,0
120,12,0
121,34,0
122,21,0
123,17,0
124,27,0
125,15,0
126,19,0
127,20,0
128,21,0
129,14,0
130,15,0
131,31,0
132,19,0
133,22,0
134,20,0
135,18,0
136,43,0
137,12,0
138,25,0
139,14,0
140,24,0
141,11,0
142,16,0
143,28,0
144,17,0
145,18,0
146,10,0
147,13,0
148,17,0
149,34,0
150,9,0
151,24,0
152,8,0
153,9,0
154,57,0
155,30,0
156,18,0
157,36,0
158,13,0
159,46,0
160,16,0
161,6,0
162,16,0
163,17,0
164,17,0
165,16,0
166,19,0
167,10,0
168,24,0
169,13,0
170,9,0
171,44,0
172,61,0
173,23,0
174,36,0
175,25,0
176,17,0
177,29,0
178,45,0
179,16,0
180,27,0
181,17,0
182,14,0
183,16,0
184,16,0
185,25,0
186,20,0
187,17,0
188,17,0
189,28,0
190,13,0
191,33,0
192,25,0
193,9,0
194,22,0
195,10,0
196,24,0
197,17,0
198,17,0
199,17,0
200,19,0
201,26,0
202,55,0
203,12,0
204,12,0
205,36,0
206,10,0
207,14,0
208,19,0
209,28,0
210,15,0
211,16,0
212,10,0
213,15,0
214,12,0
215,14,0
216,51,0
217,40,0
218,16,0
219,30,0
220,23,0
221,18,0
222,10,0
223,18,0
224,12,0
225,56,0
226,12,0
