seed,steps,bool
0,9,0
1,3,0
2,8,1
3,8,0
4,10,0
5,2,1
6,8,0
7,14,0
8,8,1
9,6,0
10,8,0
11,4,1
12,9,0
13,11,0
14,6,0
15,5,0
16,10,0
17,2,0
18,6,0
19,3,0
20,13,0
21,5,0
22,9,0
23,3,0
24,2,1
25,3,1
26,10,0
27,2,1
28,10,0
29,5,0
30,9,1
31,4,0
32,7,0
33,4,0
34,5,0
35,6,0
36,11,0
37,2,0
38,5,0
39,2,0
40,6,0
41,6,0
42,10,0
43,6,0
44,6,0
45,10,0
46,2,0
47,9,0
48,2,1
49,3,0
50,3,0
51,8,0
52,4,1
53,5,0
54,10,1
55,9,1
56,7,1
57,2,0
58,2,0
59,2,0
60,2,0
61,6,0
62,5,0
63,5,0
64,5,0
65,4,1
66,2,0
67,4,1
68,10,1
69,4,0
70,2,0
71,3,0
72,3,0
73,9,0
74,5,0
75,12,0
76,11,0
77,9,1
78,3,0
79,7,0
80,2,0
81,2,0
82,12,0
83,6,0
84,5,0
85,9,1
86,7,0
87,4,0
88,11,0
89,3,0
90,10,0
91,6,0
92,2,0
93,3,1
94,8,0
95,5,0
96,9,0
97,7,0
98,5,1
99,2,0
100,3,0
101,2,1
102,2,1
103,3,0
104,4,0
105,5,0
106,8,0
107,7,1
108,3,1
109,5,0
110,3,1
111,9,0
112,2,1
113,8,0
114,12,0
115,7,0
116,5,0
117,10,0
118,4,0
119,10,0
120,3,1
121,2,0
122,3,0
123,3,0
124,3,0
125,9,0
126,5,0
127,4,0
128,3,0
129,2,0
130,2,0
131,6,0
132,13,0
133,5,1
134,12,0
135,6,0
136,3,1
137,5,0
138,4,0
139,3,1
140,3,0
141,6,0
142,3,0
143,8,1
144,3,0
145,7,0
146,3,1
147,9,0
148,10,1
149,3,0
150,9,0
151,4,1
152,7,0
153,5,0
154,12,1
155,11,1
156,4,0
157,12,1
158,4,0
159,8,0
160,12,0
161,3,0
162,4,1
163,2,1
164,7,0
165,12,0
166,8,0
167,10,0
168,10,0
169,5,0
170,3,0
171,11,0
172,6,0
173,4,0
174,4,0
175,9,0
176,8,1
177,4,1
178,7,1
179,3,0
180,10,1
181,10,0
182,6,0
183,9,1
184,8,0
185,2,1
186,7,1
187,9,0
188,4,0
189,8,0
190,5,1
191,5,1
192,6,1
193,12,0
194,6,1
195,6,0
196,6,0
197,4,0
198,6,0
199,9,1
200,9,0
201,5,0
202,9,0
203,4,1
204,6,0
205,2,0
206,9,0
207,5,0
208,9,0
209,8,0
210,5,0
211,6,0
212,6,0
213,4,1
214,5,0
215,7,1
216,9,0
217,9,0
218,7,1
219,4,1
220,6,1
221,8,0
222,10,0
223,9,0
224,4,0
225,4,0
226,6,0
227,2,0
228,8,1
229,4,0
230,5,0
231,5,1
232,8,0
233,13,1
234,7,0
235,4,0
236,8,0
237,6,0
238,6,0
239,5,1
240,6,1
241,6,0
242,6,1
243,10,0
244,8,0
245,4,0
246,2,0
247,5,1
248,10,0
249,11,0
250,7,0
251,3,0
252,8,1
253,3,0
254,6,1
255,9,0
256,7,0
257,4,0
258,6,0
259,11,0
260,4,0
261,4,0
262,5,0
263,4,1
264,11,0
265,4,0
266,6,1
267,3,1
268,8,1
269,2,0
270,9,1
271,3,0
272,3,0
273,9,0
274,9,0
275,5,0
276,5,0
277,3,1
278,11,0
279,2,0
280,6,0
281,6,1
282,8,0
283,4,0
284,4,0
285,4,0
286,7,0
287,3,0
288,2,0
289,3,1
290,5,0
291,11,0
292,3,0
293,3,1
294,3,0
295,4,0
296,5,0
297,4,0
298,8,0
299,3,1
300,6,1
301,9,0
302,8,1
303,3,0
304,6,0
305,7,0
306,3,0
307,8,0
308,5,0
309,11,1
310,2,0
311,7,0
312,3,1
313,7,0
314,4,0
315,3,0
316,7,0
317,9,0
318,3,0
319,8,0
320,3,0
321,2,0
322,2,1
323,10,1
324,4,0
325,3,0
326,8,0
327,3,0
328,3,1
329,10,1
330,10,0
331,6,0
332,4,0
333,7,0
334,4,0
335,4,0
336,4,0
337,3,1
338,4,0
339,5,0
340,3,0
341,3,0
342,7,1
343,3,0
344,3,0
345,7,0
346,4,0
347,7,0
348,11,0
349,4,1
350,3,1
351,13,0
352,2,1
353,4,0
354,3,0
355,6,0
356,3,0
357,10,1
358,5,1
359,3,0
360,5,0
361,5,0
362,2,1
363,2,0
364,2,1
365,12,0
366,4,0
367,8,0
368,4,0
369,7,0
370,4,0
371,3,0
372,4,0
373,4,1
374,12,0
375,9,0
376,5,0
377,10,0
378,6,0
379,8,0
380,4,1
381,7,0
382,5,1
383,9,0
384,3,0
385,8,0
386,2,0
387,6,0
388,4,0
389,7,0
390,8,0
391,5,0
392,9,0
393,6,0
394,14,0
395,2,0
396,2,0
397,9,0
398,8,0
399,7,1
400,5,0
401,8,0
402,5,1
403,7,0
404,9,0
405,3,1
406,4,1
407,9,0
408,6,0
409,9,0
410,11,1
411,4,1
412,6,1
413,6,0
414,7,0
415,11,0
416,3,0
417,8,0
418,8,0
419,6,1
420,8,0
421,4,0
422,9,0
423,7,0
424,5,1
425,5,1
426,4,0
427,3,0
428,2,0
429,8,0
430,3,0
431,7,1
432,10,1
433,7,0
434,11,0
435,4,0
436,9,0
437,2,0
438,5,0
439,4,1
440,10,0
441,4,0
442,10,0
443,4,0
444,7,0
445,6,0
446,2,0
447,9,1
448,3,0
449,4,0
450,4,0
451,5,0
452,5,0
453,6,0
454,9,1
455,4,1
456,10,1
457,6,1
458,11,1
459,4,0
460,10,1
461,6,0
462,13,0
463,5,0
464,7,0
465,8,0
466,10,0
467,4,0
468,11,0
469,3,0
470,10,0
471,2,0
472,3,0
473,12,0
474,5,0
475,11,0
476,11,1
477,5,1
478,5,0
479,6,1
480,12,0
481,3,0
482,9,0
483,7,0
484,8,0
485,3,0
486,7,0
487,2,0
488,5,1
489,5,0
490,2,1
491,3,0
492,2,1
493,4,1
494,3,1
495,4,1
496,5,0
497,3,1
498,6,0
499,2,1
