seed,steps,bool
0,16,0
1,8,0
2,14,0
3,17,1
4,8,0
5,17,0
6,8,1
7,11,0
8,15,0
9,8,0
10,15,0
11,16,0
12,5,0
13,25,1
14,4,1
15,10,0
16,12,1
17,19,1
18,5,0
19,16,0
20,5,1
21,6,0
22,24,0
23,3,0
24,16,0
25,21,0
26,13,0
27,4,1
28,6,1
29,12,0
30,6,0
31,4,0
32,4,1
33,16,0
34,9,0
35,7,0
36,13,0
37,3,0
38,11,1
39,7,0
40,10,0
41,3,1
42,10,0
43,6,0
44,10,0
45,14,0
46,3,0
47,4,0
48,11,0
49,10,0
50,8,0
51,6,0
52,11,0
53,4,0
54,13,0
55,15,0
56,17,0
57,4,0
58,15,0
59,4,0
60,13,0
61,4,0
62,9,0
63,3,0
64,7,0
65,4,0
66,4,0
67,6,0
68,7,0
69,2,0
70,4,0
71,6,0
72,7,1
73,6,0
74,12,0
75,4,0
76,8,0
77,6,0
78,11,0
79,7,0
80,16,0
81,10,0
82,6,0
83,8,0
84,13,0
85,4,0
86,10,0
87,2,0
88,8,0
89,17,0
90,12,0
91,17,0
92,4,0
93,6,0
94,12,1
95,15,0
96,2,0
97,3,0
98,5,0
99,6,0
100,20,0
101,4,0
102,2,0
103,2,0
104,7,0
105,11,0
106,6,0
107,13,0
108,2,0
109,15,1
110,6,0
111,8,1
112,2,0
113,8,0
114,2,0
115,4,0
116,7,0
117,6,0
118,7,0
119,16,0
120,8,0
121,6,0
122,9,0
123,8,0
124,3,1
125,9,0
126,4,0
127,12,1
128,12,1
129,5,0
130,2,0
131,14,0
132,10,1
133,2,0
134,17,0
135,4,0
136,3,0
137,11,0
138,14,0
139,19,0
140,5,0
141,5,0
142,24,0
143,5,0
144,4,0
145,3,1
146,3,0
147,6,0
148,7,0
149,7,0
150,4,0
151,17,0
152,4,0
153,13,0
154,15,0
155,4,0
156,6,0
157,12,0
158,6,1
159,5,0
160,19,0
161,11,0
162,4,0
163,18,0
164,11,0
165,10,0
166,6,0
167,12,0
168,18,0
169,5,0
170,8,0
171,10,0
172,8,0
173,7,1
174,7,0
175,5,0
176,7,0
177,17,0
178,6,0
179,4,1
180,19,0
181,7,0
182,19,1
183,5,0
184,16,0
185,11,0
186,14,0
187,10,0
188,19,0
189,7,0
190,18,0
191,8,1
192,3,0
193,9,0
194,6,0
195,5,0
196,15,0
197,18,1
198,3,1
199,15,0
200,11,1
201,3,0
202,17,0
203,12,0
204,7,0
205,4,0
206,10,0
207,8,0
208,6,0
209,7,1
210,9,0
211,16,0
212,10,0
213,3,0
214,12,0
215,10,0
216,7,1
217,12,0
218,4,0
219,12,0
220,11,0
221,12,0
222,9,0
223,7,0
224,8,0
225,17,0
226,15,0
227,6,1
228,5,0
229,8,0
230,6,1
231,7,0
232,10,0
233,13,0
