seed,steps,bool
0,7,0
1,11,0
2,9,1
3,4,0
4,9,0
5,9,1
6,6,0
7,13,0
8,10,0
9,3,0
10,14,0
11,16,0
12,16,0
13,4,0
14,5,0
15,7,0
16,11,0
17,6,0
18,4,0
19,20,0
20,10,0
21,4,0
22,17,0
23,10,0
24,19,0
25,13,0
26,9,0
27,4,0
28,6,0
29,20,0
30,17,1
31,6,0
32,10,0
33,10,0
34,12,0
35,2,0
36,12,0
37,5,0
38,17,1
39,3,0
40,9,1
41,4,0
42,10,1
43,4,0
44,9,0
45,9,0
46,4,0
47,19,1
48,19,0
49,5,0
50,3,0
51,5,0
52,3,0
53,8,0
54,14,0
55,19,0
56,19,1
57,17,0
58,10,0
59,7,1
60,8,0
61,5,0
62,7,1
63,2,0
64,24,1
65,16,0
66,11,0
67,4,1
68,10,0
69,3,0
70,16,0
71,9,0
72,9,0
73,9,0
74,15,0
75,10,0
76,8,0
77,25,0
78,20,0
79,13,0
80,4,0
81,11,0
82,5,0
83,3,1
84,4,1
85,21,0
86,12,0
87,2,0
88,15,0
89,12,1
90,10,0
91,21,0
92,4,0
93,5,0
94,5,1
95,10,0
96,5,0
97,4,0
98,8,0
99,14,0
100,19,0
101,4,0
102,2,0
103,4,0
104,11,0
105,7,1
106,5,0
107,22,0
108,3,1
109,21,0
110,18,0
111,10,0
112,2,1
113,9,1
114,20,0
115,4,1
116,7,0
117,5,0
118,21,0
119,8,0
120,11,0
121,6,0
122,13,0
123,20,0
124,8,0
125,5,0
126,3,0
127,4,0
128,20,0
129,6,0
130,2,0
131,12,0
132,8,0
133,11,0
134,11,0
135,4,0
136,6,0
137,8,0
138,8,0
139,4,0
140,2,0
141,5,0
142,22,0
143,10,1
144,3,1
145,8,1
146,7,0
147,7,0
148,12,0
149,6,0
150,8,0
151,14,0
152,3,1
153,4,0
154,16,0
155,12,0
156,4,0
157,17,0
158,8,0
159,6,0
160,19,0
161,5,0
162,10,0
163,15,1
164,15,0
165,10,0
166,5,0
167,7,0
168,8,0
169,5,0
170,3,0
171,6,1
172,8,0
173,7,0
174,8,0
175,11,0
176,4,0
177,17,1
178,11,0
179,6,0
180,10,1
181,13,0
182,21,0
183,14,0
184,9,0
185,19,0
186,4,1
187,8,0
188,8,0
