seed,steps,bool
0,11,0
1,18,0
2,35,0
3,21,0
4,10,0
5,8,0
6,14,0
7,25,0
8,20,0
9,37,0
10,17,0
11,41,0
12,26,0
13,10,0
14,9,0
15,11,0
16,12,0
17,13,0
18,24,0
19,23,0
20,9,0
21,19,0
22,13,0
23,20,0
24,19,0
25,17,0
26,52,0
27,17,0
28,8,0
29,25,1
30,37,0
31,14,0
32,24,0
33,23,1
34,12,0
35,13,0
36,9,0
37,4,0
38,18,0
39,31,0
40,16,0
41,13,0
42,29,0
43,17,0
44,19,0
45,10,0
46,8,0
47,10,0
48,23,0
49,19,0
50,30,0
51,19,0
52,23,0
53,13,0
54,9,0
55,47,0
56,15,0
57,14,0
58,12,0
59,5,0
60,15,0
61,3,0
62,10,0
63,13,1
64,16,0
65,7,0
66,10,0
67,8,0
68,47,0
69,14,0
70,13,0
71,9,0
72,12,0
73,21,0
74,10,0
75,13,0
76,29,0
77,25,0
78,20,0
79,6,0
80,8,0
81,8,0
82,7,0
83,4,0
84,9,0
85,9,0
86,12,0
87,10,0
88,9,0
89,8,0
90,10,0
91,18,0
92,18,0
93,6,0
94,5,0
95,37,0
96,19,0
97,12,0
98,17,0
99,24,0
100,17,0
101,9,0
102,16,0
103,31,0
104,8,0
105,26,0
106,20,0
107,19,0
108,17,0
109,20,0
110,9,0
111,10,0
112,12,0
113,31,0
114,5,0
115,23,0
116,8,0
117,9,0
118,16,0
119,12,0
120,16,0
121,37,0
122,7,0
123,8,0
124,38,0
125,14,0
126,5,0
127,24,0
128,27,0
129,17,0
130,9,0
131,10,0
132,14,0
133,7,0
134,10,0
135,28,1
136,17,0
137,11,0
138,14,0
139,12,0
140,4,0
141,34,0
142,15,0
143,22,0
144,20,0
145,35,0
146,12,0
147,15,0
148,16,0
149,10,0
150,11,0
151,8,0
152,11,0
153,17,0
154,19,0
155,40,0
156,7,0
157,8,0
158,7,0
159,36,0
160,10,0
161,15,0
162,21,0
163,23,0
164,10,0
165,20,0
166,46,0
167,19,0
168,52,0
